5, 4.233333333333334
10, 3.0833333333333326
15, 2.7911111111111127
20, 2.488333333333333
25, 1.876
30, 2.617777777777779
35, 1.9990476190476187
40, 1.6816666666666673
45, 1.5688888888888888
50, 1.4366666666666665
55, 1.4430303030303027
60, 1.2561111111111112
65, 1.2005128205128208
70, 1.0780952380952378
75, 1.3075555555555565
80, 1.1358333333333337
85, 0.7035294117647062
90, 1.1925925925925915
95, 0.7631578947368413
100, 1.0019999999999996
105, 0.7368253968253969
110, 0.981515151515151
115, 0.9489855072463766
120, 0.9955555555555549
125, 0.9464000000000004
130, 0.8866666666666667
135, 0.8950617283950616
140, 0.9659523809523802
145, 0.6793103448275865
