5, 4.406666666666667
10, 3.4466666666666663
15, 3.593333333333333
20, 1.8249999999999995
25, 1.8653333333333333
30, 2.2400000000000007
35, 1.7647619047619052
40, 1.9266666666666665
45, 2.039259259259259
50, 1.2693333333333334
55, 1.808484848484847
60, 1.4349999999999998
65, 1.1887179487179493
70, 1.2299999999999998
75, 1.0657777777777777
80, 1.2308333333333343
85, 1.3549019607843142
90, 1.0859259259259264
95, 1.086666666666667
100, 1.188666666666666
105, 0.9717460317460315
110, 1.1390909090909103
115, 0.8950724637681158
120, 1.0444444444444443
125, 0.9762666666666673
130, 1.0289743589743594
135, 0.9316049382716052
140, 0.8749999999999998
145, 1.0250574712643685
