5, 5.166666666666667
10, 3.8800000000000003
15, 2.502222222222223
20, 2.2683333333333326
25, 2.1573333333333333
30, 2.1944444444444433
35, 1.5790476190476184
40, 1.9725
45, 2.0429629629629638
50, 1.7300000000000004
55, 1.913939393939394
60, 1.0722222222222217
65, 1.8497435897435897
70, 1.5247619047619045
75, 1.2906666666666664
80, 1.3104166666666677
85, 1.0937254901960785
90, 1.128888888888889
95, 1.3221052631578942
100, 1.2143333333333333
105, 1.2866666666666673
110, 0.9972727272727283
115, 0.9582608695652174
120, 1.1319444444444449
125, 1.0279999999999991
130, 0.7938461538461536
135, 0.9333333333333333
140, 0.9288095238095243
145, 0.91080459770115
